證券代碼,簡稱,年月,市值(百萬元),收盤價(元)_年,Unknown masked parameter,股價淨值比,股價營收比,M淨值報酬率─稅後,資產報酬率ROA,營業利益率OPM,利潤邊際NPM,負債/淨值比,M流動比率,M速動比率,M存貨週轉率 (次),M應收帳款週轉次,M營業利益成長率,M稅後淨利成長率,Return,ReturnMean_year_Label
1605,華新,201312,34186.5619,9.5600,0.8466,0.5496,0.2300,-0.0391,-0.0214,0.0003,-0.0164,0.8234,147.4106,88.6842,7.0573,15.6396,-98.0201,22.1905,-3.6290,-1
1608,華榮,201312,7340.1726,11.6000,0.5964,0.7806,0.6646,0.0473,0.0347,-0.0223,0.0403,0.3625,250.7528,137.7996,4.4945,15.9765,-200.2271,-27.7138,-7.2000,-1
1609,大亞,201312,4299.1397,7.4100,0.9211,0.5265,0.2543,0.0162,0.0074,-0.0113,0.0078,1.1960,172.0969,132.0091,6.7660,6.9647,-176.9642,-40.4760,3.7815,-1
1611,中電,201312,5697.6806,14.3000,0.0722,1.0181,1.7789,-0.0975,-0.0540,-0.0341,-0.1704,0.8041,131.6009,84.8894,2.7316,8.2492,-115.7592,-630.5018,-16.3743,-1
1612,宏泰,201312,3205.8544,9.8900,0.2624,0.6511,0.7484,0.0088,0.0074,-0.0274,0.0101,0.1761,436.7442,317.9884,4.9376,6.0924,-187.9616,-48.8530,-3.5122,-1
1614,三洋電,201312,11262.3958,41.8500,0.7559,2.2010,2.1681,0.0481,0.0371,0.0435,0.0474,0.2961,342.8923,229.2103,6.1946,19.3865,-32.8426,-17.6213,41.6244,1
1615,大山,201312,1135.3973,10.1500,0.9728,0.7939,0.3916,0.0214,0.0135,0.0115,0.0106,0.5884,120.2009,83.2569,11.9522,8.6103,-64.2608,-65.1238,-5.5814,-1
1616,億泰,201312,1091.1146,5.6200,0.7862,0.6243,0.3195,0.0019,0.0009,-0.0323,0.0010,1.0296,145.6291,82.1186,3.3050,4.6476,-1104.0340,-74.2429,1.2613,-1
1617,榮星,201312,1400.5044,9.7100,0.8060,0.8807,0.3670,0.0104,0.0051,0.0075,0.0043,1.0530,187.8684,162.1071,12.3189,4.9941,166.9769,118.8094,-2.4121,-1
1618,合機,201312,2394.1951,9.9400,0.8828,0.5669,0.9451,-0.0155,-0.0140,-0.0209,-0.0258,0.1053,457.2717,308.2788,3.9329,12.2712,-117.7303,-122.8106,-14.3103,-1
1702,南僑,201312,13383.0515,45.5000,0.1812,2.8920,0.9968,0.1944,0.0678,0.1033,0.0670,1.8651,123.2516,88.4706,7.5356,8.5992,73.9133,95.3916,57.4394,1
1707,葡萄王,201312,19535.2500,150.0000,0.1373,6.0653,3.4561,0.3668,0.2552,0.2374,0.2090,0.4372,150.1921,130.8915,24.0359,77.1776,38.5394,41.3199,88.2058,1
1708,東鹼,201312,5311.6978,32.0500,0.2343,1.2909,1.3113,0.1064,0.0575,0.1153,0.1081,0.8525,193.9913,149.4381,8.3512,8.6763,14.1582,-2.7237,-3.7538,-1
1709,和益,201312,6148.0405,14.3000,0.8995,0.9479,0.5430,0.0468,0.0305,0.0320,0.0268,0.5325,240.1823,81.8664,2.8299,12.8682,-29.2422,-27.5941,-12.0000,-1
1710,東聯,201312,28563.9250,32.2500,0.7186,1.6641,1.8507,0.0737,0.0527,0.1055,0.0820,0.3978,125.2213,104.2422,20.7412,18.6625,25.1815,10.2756,-7.3276,-1
1711,永光,201312,11545.3236,24.4000,0.6352,1.5766,1.3166,0.0805,0.0506,0.0716,0.0672,0.5913,185.2360,92.4075,2.9942,5.7405,38.1991,-11.0893,12.7021,-1
1712,興農,201312,5573.1791,16.7000,0.9216,1.1083,0.3545,0.0883,0.0312,0.0461,0.0282,1.8334,151.2987,79.1825,4.8623,9.0578,57.9173,6.6036,18.4397,-1
1713,國化,201312,2890.7251,19.1500,0.6183,1.2919,4.3774,0.0341,0.0318,0.0664,0.1155,0.0732,3823.0343,3270.4578,4.1414,7.6228,-19.5713,-3.6371,49.6094,1
1714,和桐,201312,13146.4138,14.4000,0.6145,0.8077,0.2409,0.0210,0.0084,0.0150,0.0063,1.5080,135.8936,97.4539,9.1011,16.7409,-43.7466,-57.9368,4.3478,-1
1717,長興,201312,28779.5159,29.0000,0.3409,1.4288,0.7536,0.0962,0.0439,0.0612,0.0507,1.1905,217.5345,165.2481,5.8295,3.8799,16.7686,46.4512,15.3082,-1
1718,中纖,201312,17773.4365,12.6000,0.6850,0.4248,0.9017,0.0762,0.0061,0.0000,0.1617,10.9673,2110.7443,2102.8182,11.0336,0.0000,0.0000,31.5481,11.5044,-1
1720,生達,201312,8023.4549,44.9000,0.2267,2.2397,2.6272,0.0852,0.0570,0.0868,0.1000,0.4943,232.3109,183.1356,5.4980,5.5529,20.3122,11.4339,65.0735,1
1721,三晃,201312,709.5818,8.4800,0.7708,0.9467,0.4151,0.0062,0.0032,-0.0320,0.0027,0.9793,138.9243,103.3766,7.5405,5.7484,-1987.9389,230.4094,3.4146,-1
1722,台肥,201312,66150.0000,67.5000,0.0627,1.3028,4.1296,0.0500,0.0382,0.0492,0.1584,0.3103,239.1432,142.8345,4.7921,7.9220,-60.8154,-39.9474,-10.9499,-1
1723,中碳,201312,38852.3216,164.0000,0.0458,5.4359,4.4050,0.3107,0.2685,0.2746,0.2518,0.1571,433.6773,395.8909,23.4812,16.6317,14.6808,12.7633,26.1538,1
1725,元禎,201312,2774.0152,15.2000,0.9863,1.1885,0.2768,0.0533,0.0254,0.0144,0.0124,1.0961,168.0418,157.8477,39.7097,9.1816,45.6266,174.2931,2.7027,-1
1726,永記,201312,12684.6000,78.3000,0.7326,1.7376,1.5570,0.1391,0.1147,0.1398,0.1246,0.2127,591.7340,429.5703,4.2781,5.7265,18.1829,15.5099,34.5361,1
1727,中華化,201312,1705.0000,17.0500,0.2379,1.2895,0.8196,0.0816,0.0561,0.0645,0.0519,0.4531,156.1246,110.6932,7.9889,5.4242,-10.3584,-3.2764,-7.3370,-1
1730,花仙子,201312,1433.2962,26.8000,0.6908,1.5108,0.9423,0.2094,0.1486,0.0683,0.1306,0.4096,282.9001,209.4980,5.7745,4.4809,15.6689,121.4751,50.9859,1
1731,美吾華,201312,1993.7280,15.0000,0.2298,1.1828,1.3183,0.0377,0.0248,0.0500,0.0420,0.5203,164.4282,138.5302,6.7167,2.8809,20.7675,39.5369,-7.4074,-1
1732,毛寶,201312,0.0000,0.0000,0.2677,0.0000,0.0000,-0.0196,-0.0145,-0.0206,-0.0156,0.3577,310.6921,212.0129,4.8367,4.9503,-295.0383,-4635.2632,0.0000,0
1733,五鼎,201312,6700.1352,68.0000,0.3190,3.4887,3.6628,0.1931,0.1361,0.1908,0.2027,0.4184,377.6799,246.1665,3.6282,7.2135,-42.1344,-29.0873,-9.3333,-1
1734,杏輝,201312,7361.7324,49.3000,0.7621,2.1069,2.8557,0.0929,0.0569,0.0630,0.1260,0.6323,183.1871,122.9529,3.5095,6.7322,28.7861,193.7396,52.1605,1
1735,日勝化,201312,1284.9694,12.5500,0.5786,0.8537,0.2719,0.0381,0.0154,0.0261,0.0121,1.4718,137.0028,103.8422,6.9542,3.3679,2.6662,-32.4073,-1.9531,-1
1736,喬山,201312,15672.6544,77.8000,0.6200,2.3354,1.0399,0.1277,0.0578,0.0472,0.0569,1.2106,156.9729,110.2858,4.7431,3.0124,-23.3890,-0.3926,5.1351,-1
1737,臺鹽,201312,6150.0000,30.7500,0.1174,1.0724,2.5531,0.0220,0.0204,0.0412,0.0523,0.0761,659.7715,559.0705,7.9658,12.9824,122.2966,58.9144,45.0472,1
1762,中化生,201312,3978.8280,51.3000,0.4599,2.3254,3.8130,0.0566,0.0319,0.0946,0.0929,0.7768,125.6476,61.5892,3.0669,10.1262,-53.4734,-46.2319,-3.0246,-1
1773,勝一,201312,6614.9250,49.5500,0.0357,1.8731,0.9849,0.1532,0.1090,0.0834,0.0806,0.4064,201.6701,113.2347,6.6892,6.5641,-4.6993,-1.1407,20.8537,-1
1789,神隆,201312,59211.2227,87.6000,0.2512,6.1402,11.6369,0.1321,0.1109,0.2747,0.2503,0.1909,346.1502,204.5941,2.0253,5.2482,10.9358,8.7609,25.5014,1
1802,台玻,201312,78832.7155,33.1500,0.6512,1.5534,2.1257,-0.0198,-0.0099,-0.0540,-0.0271,0.9890,83.0711,50.1873,3.4500,9.6459,33.3806,55.3661,10.5000,-1
1805,寶徠,201312,1248.1270,15.5500,0.3456,1.6117,0.5048,0.2679,0.1162,0.0764,0.0839,1.3061,168.9612,79.6141,3.1880,196.8703,400.9897,498.3507,19.6154,-1
1806,冠軍,201312,5729.0898,13.1000,0.2786,0.7173,0.7985,0.0350,0.0201,0.0612,0.0389,0.7392,168.7576,112.0396,3.5108,9.6788,816.4584,193.7218,16.9643,-1
1808,潤隆,201312,5721.7428,32.4000,0.0129,1.8108,6.8548,0.0178,0.0041,0.1045,0.0675,3.3706,143.3988,35.2616,0.0839,2.9465,-93.8850,-95.6651,-3.4277,-1
1809,中釉,201312,3293.3839,17.3500,0.5342,0.7596,0.9403,0.0355,0.0259,0.0593,0.0440,0.3711,332.2827,227.2953,2.9745,3.8667,-6.2747,17.3540,21.7544,-1
1810,和成,201312,3938.9408,10.6500,0.1214,0.7012,0.6544,0.0314,0.0154,0.0261,0.0293,1.0355,131.5306,83.1890,3.2629,4.4135,246.5244,240.4707,12.1053,-1
1903,士紙,201312,11883.7869,45.7000,0.9849,3.1827,5.9062,-0.0459,-0.0241,-0.0982,-0.0851,0.9026,59.1414,40.8865,6.4885,44.8378,-11.6635,-3.1793,-4.0923,-1
1904,正隆,201312,15402.8337,14.3500,0.8697,0.6645,0.3520,0.0482,0.0194,0.0378,0.0255,1.4770,105.6020,72.4019,6.0680,4.4440,-33.8911,-24.4641,16.6667,-1
1905,華紙,201312,11823.6518,9.4000,0.9474,0.6088,0.5856,-0.0352,-0.0243,-0.0408,-0.0338,0.4441,219.3346,157.5127,5.4380,8.8741,-2660.3466,-115.3663,-7.8431,-1
1906,寶隆,201312,1481.3100,9.8100,0.7049,0.5499,2.9398,0.0016,0.0011,-0.0006,0.0086,0.4946,81.8781,80.7647,63.7418,36.7527,-183.0688,106.9340,42.1739,1
1907,永豐餘,201312,24739.5353,14.9000,0.3249,0.5678,0.4361,0.0130,0.0057,-0.0012,0.0100,1.3052,116.4315,87.4846,6.3392,6.3356,-103.4052,-90.3069,6.0498,-1
1909,榮成,201312,11727.9882,14.9000,0.3378,0.7998,0.4825,0.0634,0.0214,0.0681,0.0382,1.9550,104.8978,89.7803,11.5270,5.2443,33.0065,80.4535,84.6344,1
2002,中鋼,201312,416490.7680,27.0000,0.8227,1.3041,1.1974,0.0575,0.0269,0.0706,0.0528,1.1355,109.9237,48.3461,4.1887,32.2971,207.1559,185.2926,-1.2797,-1
2006,東和鋼鐵,201312,26152.8950,26.2000,0.8483,1.1246,0.7447,0.0903,0.0526,0.0623,0.0598,0.7169,178.3270,77.0714,3.5231,9.6118,-4.3364,20.9972,-11.7845,-1
2007,燁興,201312,4471.3198,7.0900,0.4655,0.9268,0.7407,-0.1741,-0.0637,-0.1053,-0.1392,1.7343,46.5392,22.6899,5.7289,52.0843,-19.3089,-8.7429,5.3492,-1
2008,高興昌,201312,3953.2428,14.3500,0.0140,0.9665,3.0491,1.2811,1.0654,-0.2877,4.0417,0.2025,195.4867,126.4286,4.3030,11.1346,26.1608,690.5892,113.8599,1
2009,第一銅,201312,4099.6931,11.4000,0.3327,0.9366,1.0851,0.0064,0.0047,-0.0435,0.0074,0.3652,181.4984,66.7193,2.7601,21.5167,-554.9251,-50.2372,2.7027,-1
2010,春源,201312,7415.6543,11.4500,0.4247,0.6547,0.3749,0.0408,0.0251,0.0201,0.0233,0.6258,215.1693,116.9345,3.7933,7.5758,28.2201,21.5325,-1.2931,-1
2012,春雨,201312,3280.6236,11.4000,0.9297,0.7809,0.3907,0.0512,0.0196,0.0306,0.0256,1.6077,122.2315,62.3991,2.5956,4.9160,242.0661,303.8823,-0.8696,-1
2013,中鋼構,201312,7040.0000,35.2000,0.0643,1.5610,0.3598,0.0966,0.0306,0.0222,0.0223,2.1562,111.3591,101.9677,22.8387,8.8730,-28.1084,-28.5553,14.6580,-1
2014,中鴻,201312,12288.2601,8.5600,0.1276,1.3751,0.3163,0.0156,0.0038,0.0044,0.0036,3.0557,70.2560,23.5974,5.4530,83.2503,104.9331,104.0096,-9.4180,-1
2015,豐興,201312,31813.4872,54.7000,0.2711,2.0047,1.0640,0.0911,0.0738,0.0542,0.0484,0.2348,334.8238,154.3128,5.5443,26.9741,13.2236,-11.0319,5.8027,-1
2017,官田鋼,201312,2771.0019,7.1400,0.7696,0.5487,0.4708,-0.0036,-0.0023,-0.0002,-0.0031,0.5826,130.6139,47.1001,3.9273,28.9804,99.5273,93.7613,-7.0313,-1
2020,美亞,201312,3701.7167,14.1000,0.3230,0.9600,0.6944,0.0472,0.0288,0.0481,0.0341,0.6410,139.9630,88.8658,5.0119,9.1758,144.5071,19.4591,13.7097,-1
2022,聚亨,201312,3053.3984,5.6500,0.0354,0.4733,0.3010,-0.0662,-0.0308,-0.0199,-0.0421,1.1454,107.6497,47.4472,3.3266,18.5081,45.6249,4.9837,-1.0508,-1
2023,燁輝,201312,15830.1125,9.6800,0.2402,0.5526,0.2885,0.0127,0.0056,0.0204,0.0066,1.2818,96.9354,66.4441,7.5084,31.2244,376.7688,125.6197,1.6807,-1
2024,志聯,201312,817.2430,7.4600,0.3992,0.6887,0.5076,0.0556,0.0258,0.0541,0.0410,1.1569,184.2772,123.2018,3.5807,9.0926,246.2773,181.7049,18.7898,-1
2025,千興,201312,1333.3048,4.1300,0.6339,0.7963,0.3214,-0.1998,-0.1179,-0.0845,-0.0806,0.6941,105.5641,56.6886,7.4343,315.3705,26.9218,23.6843,-3.5047,-1
2027,大成鋼,201312,10957.0677,14.1000,0.6160,0.7767,0.2838,0.0225,0.0083,0.0170,0.0082,1.7124,314.4916,81.0814,1.7211,12.3009,-46.0203,-30.6311,-7.5410,-1
2028,威致,201312,1285.2500,4.8500,0.0500,0.6869,0.1234,-0.1894,-0.0497,-0.0385,-0.0340,2.8145,52.5442,20.0999,6.2352,26.5742,-337.9459,-774.8982,-14.9123,-1
2029,盛餘,201312,7210.4910,22.4500,0.5325,0.8846,0.4752,0.0629,0.0506,0.0540,0.0338,0.2424,549.6459,367.4467,8.3502,13.8833,244.3152,218.7359,21.3514,-1
1101,台泥,201412,160240.4341,43.4000,0.5734,0.9890,1.3542,0.1024,0.0566,0.1678,0.1402,0.8069,140.7591,125.5025,11.3005,14.1252,11.7107,9.6913,-6.1622,-1
1102,亞泥,201412,131096.4408,39.0000,0.3536,0.8106,1.6876,0.0674,0.0386,0.1062,0.1404,0.7487,108.5701,94.0801,8.2493,6.5339,24.1536,29.0362,1.0363,1
1103,嘉泥,201412,10992.1233,14.1500,0.3749,0.5701,2.7915,0.0028,0.0016,-0.0657,0.0137,0.7460,382.5632,348.4545,3.4295,35.8568,-162.2199,-95.8302,-9.8726,-1
1104,環泥,201412,15892.0183,25.8000,0.3205,1.0060,2.7306,0.0876,0.0714,0.0307,0.2379,0.2269,128.2345,112.4672,17.8434,8.8069,55.3778,23.7248,-8.6726,-1
1108,幸福,201412,4168.8014,10.3000,0.1226,0.9033,0.8175,0.0795,0.0439,0.0864,0.0720,0.8122,238.3036,85.3050,1.4281,9.1475,62.4919,125.4476,22.7652,1
1109,信大,201412,5620.3607,13.3500,0.4125,0.7992,1.1241,0.0479,0.0363,0.0868,0.0674,0.3202,150.3626,104.2832,5.8962,16.4920,34.4146,4.3582,11.7155,1
1110,東泥,201412,9724.0136,17.0000,0.7622,1.0976,4.6790,0.0161,0.0148,0.0635,0.0685,0.0839,607.2971,461.8081,4.8504,22.7456,-32.1401,-3.1043,-2.8571,-1
1201,味全,201412,12651.5725,25.0000,0.6423,1.1454,0.4780,-0.0288,-0.0081,0.0163,-0.0120,2.5482,97.5600,87.4738,11.7639,11.1602,-66.8182,-145.2249,-52.2901,-1
1203,味王,201412,5712.0000,23.8000,0.3327,1.1091,0.9072,0.0701,0.0435,0.0802,0.0574,0.6137,225.4959,114.4069,3.9019,16.8318,13.2152,-0.5795,-4.4177,-1
1210,大成,201412,20287.6657,27.5500,0.4816,1.0172,0.2211,0.0501,0.0241,0.0125,0.0109,1.0755,136.0252,88.1917,11.7022,18.9627,36.6968,-55.7051,4.3561,1
1213,大飲,201412,1093.8459,21.2500,0.1567,1.6517,1.5579,0.0174,0.0143,0.0176,0.0164,0.2162,359.8684,328.0506,20.9451,5.4717,-29.0421,-29.9684,0.2358,1
1215,卜蜂,201412,6151.6120,25.2500,0.6411,1.1482,0.3510,0.1509,0.0862,0.0555,0.0461,0.7501,135.1541,99.1616,15.3266,13.2522,80.3300,78.9234,59.8101,1
1216,統一,201412,274266.5103,50.2000,0.4152,1.8333,0.6450,0.1184,0.0443,0.0418,0.0417,1.6721,95.7679,71.6210,12.2810,25.4273,-1.7271,-14.5940,-6.5177,-1
1217,愛之味,201412,4046.2140,8.1300,0.8772,0.6506,0.9445,-0.0658,-0.0299,-0.0801,-0.0955,1.1986,84.8834,64.9290,5.8609,9.5258,-842.3268,-189.5241,-11.6304,-1
1218,泰山,201412,4240.0320,12.0000,0.7791,1.2564,0.4711,0.0201,0.0087,-0.0113,0.0075,1.3041,115.1010,82.5512,11.8058,19.7053,70.8130,156.8513,-10.1124,-1
1219,福壽,201412,4776.1201,15.2500,0.8638,1.2110,0.4530,0.0316,0.0198,0.0087,0.0118,0.5998,336.1446,207.3529,7.7692,18.0190,611.9723,422.4557,3.7415,1
1220,台榮,201412,1850.4641,10.4500,0.9999,0.8350,0.4908,0.0189,0.0128,0.0078,0.0111,0.4733,288.9261,215.7332,6.7951,9.2806,-19.1541,3.5236,4.7094,1
1225,福懋油,201412,4520.8142,21.4000,0.5533,1.5406,0.3644,0.0209,0.0096,0.0094,0.0049,1.1813,184.0049,117.2491,10.1976,15.3178,-22.5374,-15.7571,103.8095,1
1227,佳格,201412,50444.3660,70.0000,0.3173,4.1679,2.3140,0.1727,0.1152,0.1127,0.0959,0.4989,238.5556,170.5793,5.6664,5.0854,23.0236,12.2127,-24.7312,-1
1229,聯華,201412,17475.3082,20.4500,0.4331,0.8059,3.2957,0.0779,0.0651,0.0480,0.3184,0.1954,88.5607,56.0844,5.2647,7.7282,5.3859,27.6872,5.4124,1
1231,聯華食,201412,4680.3740,31.6000,0.0219,1.7904,0.7942,0.0850,0.0361,0.0384,0.0377,1.3557,153.3221,82.1412,4.6341,5.4415,-30.4903,-34.5266,-18.0285,-1
1232,大統益,201412,11214.2405,70.1000,0.1952,3.1352,0.5133,0.2782,0.2032,0.0497,0.0455,0.3690,353.0196,183.0964,10.5840,33.0833,43.1031,39.4106,13.6143,1
1233,天仁,201412,4271.4081,47.1500,0.8252,2.9413,1.9876,0.1596,0.1169,0.1118,0.1079,0.3662,189.8050,117.0656,7.2562,9.7190,0.5754,0.5504,0.4260,1
1234,黑松,201412,15190.7276,37.8000,0.1186,0.8746,2.5253,0.0227,0.0184,-0.0022,0.0657,0.2367,472.0076,385.4759,4.8420,16.7615,-112.3001,26.5408,8.0000,1
1235,興泰,201412,1499.7070,26.7000,0.8012,1.1828,8.7144,0.0406,0.0211,-0.2408,0.2990,0.9276,163.5343,157.1534,2.4266,7.5036,-228.5760,211.7873,5.5336,1
1236,宏亞,201412,2632.7228,24.3000,0.8857,1.4243,1.1101,0.0906,0.0526,0.0229,0.0706,0.7218,133.4349,87.1292,7.7669,8.1429,-72.0466,22.9834,-8.1285,-1
1301,台塑,201412,460243.0598,72.3000,0.9611,1.6099,2.1250,0.0629,0.0417,0.0255,0.0831,0.5079,334.1532,286.4266,9.4695,29.4673,20.4029,-13.1417,-10.1863,-1
1303,南亞,201412,519468.8148,65.5000,0.9177,1.5546,1.5960,0.0982,0.0616,0.0338,0.1008,0.5941,295.3772,229.2674,6.8695,9.3405,-25.7961,30.9334,-4.9347,-1
1304,台聚,201412,19995.5420,17.5000,0.6108,0.6430,0.3349,0.0211,0.0112,0.0058,0.0110,0.8784,198.5719,145.7509,6.9101,9.7345,-74.4367,-61.6429,-15.4589,-1
1305,華夏,201412,6532.8324,13.9500,0.4387,1.0748,0.4487,0.0245,0.0131,0.0066,0.0102,0.8703,213.4435,130.6064,7.0249,13.5495,-89.4217,-82.1036,-17.4556,-1
1307,三芳,201412,11249.4510,30.0000,0.3030,1.4409,1.0052,0.1242,0.0717,0.1013,0.0867,0.7329,259.3304,197.2325,6.3530,10.4701,18.3500,22.3387,-4.6105,-1
1308,亞聚,201412,11342.6971,24.1500,0.9278,1.2528,2.0377,0.0552,0.0496,0.0733,0.0898,0.1140,472.5156,344.8584,6.3971,37.0668,46.0185,-6.8775,-7.4713,-1
1309,台達化,201412,3253.5824,9.9300,0.7905,0.9375,0.1554,-0.1819,-0.0574,-0.0310,-0.0302,2.1674,134.4184,102.5001,12.1309,10.5879,-278.1468,-3731.0533,-20.2410,-1
1310,台苯,201412,7284.6032,13.8000,0.5789,1.2873,0.4278,-0.0604,-0.0364,-0.0288,-0.0201,0.6611,132.0950,111.1608,33.8081,32.3631,-147.5289,-133.5450,-34.4418,-1
1312,國喬,201412,15367.2141,16.9500,0.0799,0.8607,0.6313,0.0275,0.0201,0.0182,0.0202,0.3661,172.3925,127.0270,13.2376,12.0496,-78.0839,-77.2966,-26.7819,-1
1313,聯成,201412,13082.9626,11.3000,0.2623,0.6949,0.2455,-0.0130,-0.0056,-0.0073,-0.0046,1.3121,157.5354,121.8970,9.2927,17.9381,-142.7180,-141.1282,-21.7993,-1
1314,中石化,201412,26795.8810,11.5500,0.9992,0.5016,0.8059,0.0055,0.0038,-0.0654,0.0089,0.4494,320.5097,282.2345,15.3249,14.4238,-21.0134,120.1655,-15.0735,-1
1315,達新,201412,5682.6000,28.7000,0.7472,0.7930,1.9007,0.0315,0.0244,0.0308,0.0754,0.2876,411.9158,342.2525,4.4823,9.0534,50.8509,32.2185,-4.3333,-1
1316,上曜,201412,1811.8073,12.9500,0.8208,1.0830,2.2832,-0.0212,-0.0114,-0.2067,-0.0447,0.8570,357.9086,155.0254,0.5531,7.7548,-27.5346,83.1307,19.3548,1
1319,東陽,201412,21677.6357,36.6500,0.7514,1.2068,1.0254,0.0530,0.0275,0.0515,0.0451,0.9260,117.3113,85.6744,7.6385,4.4113,-21.8031,-31.8953,-17.8251,-1
1321,大洋,201412,8214.3030,36.1500,0.0667,1.6573,1.5308,-0.0293,-0.0149,-0.0325,-0.0270,0.9644,132.9017,68.2204,7.5138,14.9254,-806.3340,-1197.9257,5.3936,1
1323,永裕,201412,3066.8232,33.6000,0.8276,1.5850,0.8835,0.1797,0.0908,0.1365,0.1002,0.9802,303.2736,236.1546,7.0903,5.4313,11.3819,14.7873,-15.1515,-1
1324,地球,201412,1055.4627,14.0500,0.1429,1.0998,0.7292,0.0449,0.0327,0.0267,0.0297,0.3725,332.9992,258.9867,7.2490,8.2438,-20.8830,-1.0367,-13.5385,-1
1325,恆大,201412,2061.7979,20.5500,0.9684,1.0783,1.7104,0.0296,0.0274,0.0241,0.0470,0.0826,1723.1526,1418.5546,6.5644,6.0725,-54.7782,-21.0034,2.7500,1
1326,台化,201412,392113.3635,66.9000,0.5515,1.2107,0.9767,0.0433,0.0264,0.0101,0.0349,0.6388,247.5551,193.9223,8.2016,21.1665,-78.6822,-47.4441,-20.3571,-1
1337,再生-KY,201412,9093.7792,36.4000,0.4993,0.8997,1.6897,0.1121,0.0973,0.2633,0.2106,0.1528,294.1829,269.5269,14.8316,5.3177,-27.3920,-11.9705,-61.8848,-1
1402,遠東新,201412,164784.5875,31.4000,0.5330,0.6258,0.6997,0.0653,0.0346,0.0504,0.0730,0.8859,111.3520,86.3674,10.7021,0.0000,-10.7807,20.3280,-8.7209,-1
1409,新纖,201412,18131.7282,10.9000,0.2026,0.5260,0.4581,0.0500,0.0132,0.0000,0.0435,2.4508,809.7425,760.0528,7.0672,0.0000,0.0000,2.3310,4.3062,1
1410,南染,201412,1864.8000,25.9000,0.9640,1.5343,2.9251,0.0918,0.0742,0.1946,0.1751,0.2381,698.4417,667.7280,21.8543,6.4601,18.9337,9.7100,11.8790,1
1413,宏洲,201412,592.2519,5.8000,0.3025,0.8668,0.1687,-0.3618,-0.0886,-0.0645,-0.0704,3.0850,64.9096,17.9628,4.6383,74.2935,19.8049,17.0465,15.7685,1
1414,東和,201412,1843.6000,8.3800,0.8376,0.5811,1.4046,0.0145,0.0095,0.0041,0.0349,0.5257,103.1482,48.6712,2.7911,19.2405,-94.5651,-66.3401,-16.6169,-1
1416,廣豐,201412,5001.7147,17.0500,0.5003,0.9258,4.3047,0.0890,0.0440,-0.0141,0.4136,1.0193,129.3765,36.8634,0.3104,34.7235,90.0114,656.2632,-12.7877,-1
1417,嘉裕,201412,3054.2649,8.0400,0.7172,0.6326,0.9293,0.0060,0.0045,-0.0577,0.0089,0.3503,263.7376,170.9048,2.4503,9.0156,-59.1736,75.0015,-7.2664,-1
1418,東華,201412,920.8546,6.9800,0.8527,1.3051,0.4584,-0.2270,-0.0787,-0.0922,-0.0797,1.8853,58.6587,17.4024,5.0170,36.1239,-29.2553,-30.8869,8.2171,1
1419,新紡,201412,12151.6726,40.5000,0.5273,1.6602,10.3315,0.0142,0.0091,-0.0196,0.0887,0.5690,50.9047,42.5742,4.2035,8.4235,30.4837,-36.5666,1.2500,1
1423,利華,201412,1417.5000,8.1000,0.1546,0.5425,2.0547,-0.0286,-0.0260,-0.0735,-0.1082,0.0976,7206.7724,3899.3137,1.1096,18.4043,-596.8398,-1902.9246,-3.3413,-1
1432,大魯閣,201412,3222.4015,19.6500,0.9004,1.3939,24.4432,-0.0308,-0.0202,-1.2677,-0.5396,0.5217,184.5154,147.1535,0.3937,4.4157,-6.3038,37.5861,-12.6667,-1
1434,福懋,201412,52898.4684,31.4000,0.8260,1.0089,1.0977,0.0728,0.0510,0.0601,0.0793,0.4283,197.8237,122.2723,6.0616,11.5996,43.5148,75.4566,-12.8988,-1
1435,中福,201412,849.8630,6.0800,0.9694,0.8991,31.5864,-0.0018,-0.0015,-0.2692,-0.0615,0.1803,14422.3468,12246.1883,0.4620,107.6240,46.5111,85.2850,-9.2537,-1
1436,華友聯,201412,2856.0000,47.6000,0.3700,1.2064,1.8061,0.1356,0.0545,0.2091,0.2030,1.4885,157.3368,9.0337,0.3039,606.8035,1769.5015,3008.0880,-10.1887,-1
1437,勤益控,201412,4195.6809,20.7000,0.7714,0.8881,3.8434,0.0458,0.0232,0.0875,0.1980,0.9726,224.8254,206.4378,12.2168,8.7550,170.4354,136.3675,3.7594,1
1438,三地開發,201412,662.6024,6.4700,0.5713,1.2308,53.3539,0.0068,0.0060,0.0998,0.2936,0.1322,30495.3885,19842.5063,0.0584,0.0000,-96.1229,-87.7503,27.1120,1
1439,雋揚,201412,1343.2000,14.6000,0.5589,0.6618,3.1695,0.0004,0.0004,-0.0345,0.0018,0.0817,8841.5790,8789.0113,49.8811,20.9155,26.1964,-52.9664,-5.1948,-1
1440,南紡,201412,30511.6595,18.6000,0.2669,1.1872,1.4694,0.0147,0.0096,0.0103,0.0182,0.5434,129.6841,70.2599,5.5680,15.4119,-82.6021,-68.3458,-11.6390,-1
1441,大東,201412,850.5512,9.2700,0.1822,0.9602,0.5117,-0.2196,-0.0693,-0.1386,-0.1170,2.1683,97.3834,46.5020,4.2383,8.7249,-290.5968,-1494.1495,-7.7612,-1
1442,名軒,201412,5137.7064,24.0000,0.4316,1.2219,3.5287,0.0987,0.0308,0.3190,0.2851,2.2003,264.9505,19.4937,0.1203,122.2990,-66.6920,-68.1231,-34.5157,-1
